"location_id","hydrant_id","District","location","description","latitude","longitude","provider","status","Discharge Size","flow_gpm","Pitot psi","Residual psi","static_psi","last_checked","tested_by","shift","issue","alternate_supply","notes"
"31468040","31468040","1","Hydrant","Hydrant","34.95621645","-90.04089587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468041","31468041","1","Hydrant","Hydrant","34.95337645","-90.04107587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468042","31468042","1","Hydrant","Hydrant","34.94862645","-90.03651587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468043","31468043","1","Hydrant","Hydrant","34.94789645","-90.05278587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468044","31468044","1","Hydrant","Hydrant","34.94653645","-90.05261587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468045","31468045","1","Hydrant","Hydrant","34.94519645","-90.05273587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468046","31468046","1","Hydrant","Hydrant","34.94399645","-90.05274587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468047","31468047","1","Hydrant","Hydrant","34.94390645","-90.05472587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468048","31468048","1","Hydrant","Hydrant","34.94571645","-90.05493587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468049","31468049","1","Hydrant","Hydrant","34.94406645","-90.05618587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468050","31468050","1","Hydrant","Hydrant","34.94244645","-90.05466587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468051","31468051","1","Hydrant","Hydrant","34.94255645","-90.05303587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468052","31468052","1","Hydrant","Hydrant","34.94065645","-90.05305587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468053","31468053","1","Hydrant","Hydrant","34.94069645","-90.05465587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468054","31468054","1","Hydrant","Hydrant","34.94070645","-90.05610587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468055","31468055","1","Hydrant","Hydrant","34.93952645","-90.05309587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468056","31468056","1","Hydrant","Hydrant","34.93871645","-90.05262587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468057","31468057","1","Hydrant","Hydrant","34.93791645","-90.05417587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468058","31468058","1","Hydrant","Hydrant","34.93869645","-90.05507587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468059","31468059","1","Hydrant","Hydrant","34.93693645","-90.05388587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468060","31468060","1","Hydrant","Hydrant","34.93606645","-90.05303587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468061","31468061","1","Hydrant","Hydrant","34.93542645","-90.05195587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468062","31468062","1","Hydrant","Hydrant","34.94764645","-90.04680587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468063","31468063","1","Hydrant","Hydrant","34.94756645","-90.04571587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468064","31468064","1","Hydrant","Hydrant","34.94676645","-90.04544587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468065","31468065","1","Hydrant","Hydrant","34.94683645","-90.04682587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468066","31468066","1","Hydrant","Hydrant","34.94588645","-90.04544587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468067","31468067","1","Hydrant","Hydrant","34.94577645","-90.04704587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468068","31468068","1","Hydrant","Hydrant","34.94504645","-90.04543587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468069","31468069","1","Hydrant","Hydrant","34.94500645","-90.04700587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468070","31468070","1","Hydrant","Hydrant","34.94504645","-90.04389587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468071","31468071","1","Hydrant","Hydrant","34.94780645","-90.04290587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468072","31468072","1","Hydrant","Hydrant","34.94791645","-90.05442588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468073","31468073","1","Hydrant","Hydrant","34.94798645","-90.05632588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468074","31468074","1","Hydrant","Hydrant","34.94805645","-90.05826588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468075","31468075","1","Hydrant","Hydrant","34.97388646","-90.05315588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468076","31468076","1","Hydrant","Hydrant","34.97324646","-90.05213588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468077","31468077","1","Hydrant","Hydrant","34.97280646","-90.05061588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468078","31468078","1","Hydrant","Hydrant","34.97241646","-90.04912587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468079","31468079","1","Hydrant","Hydrant","34.97183646","-90.04702587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468080","31468080","1","Hydrant","Hydrant","34.97143646","-90.04259587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468081","31468081","1","Hydrant","Hydrant","34.97107646","-90.04129587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468082","31468082","1","Hydrant","Hydrant","34.97069646","-90.03979587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468083","31468083","1","Hydrant","Hydrant","34.97039646","-90.04188587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468084","31468084","1","Hydrant","Hydrant","34.97004646","-90.04057587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468085","31468085","1","Hydrant","Hydrant","34.96958646","-90.03899587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468086","31468086","1","Hydrant","Hydrant","34.96884646","-90.04292587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468087","31468087","1","Hydrant","Hydrant","34.96789646","-90.04369587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468088","31468088","1","Hydrant","Hydrant","34.96679646","-90.04469587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468089","31468089","1","Hydrant","Hydrant","34.96562646","-90.04472587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468090","31468090","1","Hydrant","Hydrant","34.96343646","-90.04458587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468091","31468091","1","Hydrant","Hydrant","34.96380646","-90.04370587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468092","31468092","1","Hydrant","Hydrant","34.96565646","-90.04369587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468093","31468093","1","Hydrant","Hydrant","34.96684646","-90.04342587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468094","31468094","1","Hydrant","Hydrant","34.96747646","-90.04292587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468095","31468095","1","Hydrant","Hydrant","34.96859646","-90.04196587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468096","31468096","1","Hydrant","Hydrant","34.96845646","-90.04097587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468097","31468097","1","Hydrant","Hydrant","34.96747646","-90.04171587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468098","31468098","1","Hydrant","Hydrant","34.96642646","-90.04266587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468099","31468099","1","Hydrant","Hydrant","34.96388646","-90.04277587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468100","31468100","1","Hydrant","Hydrant","34.96556646","-90.04274587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468101","31468101","1","Hydrant","Hydrant","34.96762646","-90.04038587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468102","31468102","1","Hydrant","Hydrant","34.96700646","-90.03969587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468103","31468103","1","Hydrant","Hydrant","34.96666646","-90.03881587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468104","31468104","1","Hydrant","Hydrant","34.96772646","-90.03772587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468105","31468105","1","Hydrant","Hydrant","34.96623646","-90.03786587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468106","31468106","1","Hydrant","Hydrant","34.96539646","-90.03960587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468107","31468107","1","Hydrant","Hydrant","34.96418646","-90.03925587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468108","31468108","1","Hydrant","Hydrant","34.96376646","-90.03988587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468109","31468109","1","Hydrant","Hydrant","34.96376646","-90.04088587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468110","31468110","1","Hydrant","Hydrant","34.96425646","-90.04182587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468111","31468111","1","Hydrant","Hydrant","34.96489646","-90.04150587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468112","31468112","1","Hydrant","Hydrant","34.96453646","-90.04067587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468113","31468113","1","Hydrant","Hydrant","34.96732646","-90.04585587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468114","31468114","1","Hydrant","Hydrant","34.96790646","-90.04632587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468115","31468115","1","Hydrant","Hydrant","34.96878646","-90.04630587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468116","31468116","1","Hydrant","Hydrant","34.96643646","-90.04605587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468117","31468117","1","Hydrant","Hydrant","34.96535646","-90.04613587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468118","31468118","1","Hydrant","Hydrant","34.96620646","-90.04590587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468119","31468119","1","Hydrant","Hydrant","34.96474646","-90.04621587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468120","31468120","1","Hydrant","Hydrant","34.96391646","-90.04629587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468121","31468121","1","Hydrant","Hydrant","34.96283645","-90.04613587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468122","31468122","1","Hydrant","Hydrant","34.96286646","-90.04551587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468123","31468123","1","Hydrant","Hydrant","34.96286646","-90.03987587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468124","31468124","1","Hydrant","Hydrant","34.96926646","-90.04383587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468125","31468125","1","Hydrant","Hydrant","34.96972646","-90.04534587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468126","31468126","1","Hydrant","Hydrant","34.97018646","-90.04685587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468127","31468127","1","Hydrant","Hydrant","34.97062646","-90.04853587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468128","31468128","1","Hydrant","Hydrant","34.96898646","-90.04790587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468129","31468129","1","Hydrant","Hydrant","34.96754646","-90.04766587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468130","31468130","1","Hydrant","Hydrant","34.96666646","-90.04803587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468131","31468131","1","Hydrant","Hydrant","34.96777646","-90.04845587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468132","31468132","1","Hydrant","Hydrant","34.96898646","-90.04907587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468133","31468133","1","Hydrant","Hydrant","34.97036646","-90.05007588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468134","31468134","1","Hydrant","Hydrant","34.96966646","-90.05134588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468135","31468135","1","Hydrant","Hydrant","34.96926646","-90.05045588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468136","31468136","1","Hydrant","Hydrant","34.96786646","-90.04951587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468137","31468137","1","Hydrant","Hydrant","34.96648646","-90.04959587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468138","31468138","1","Hydrant","Hydrant","34.96698646","-90.05038587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468139","31468139","1","Hydrant","Hydrant","34.96823646","-90.05072587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468140","31468140","1","Hydrant","Hydrant","34.96729646","-90.05271588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468141","31468141","1","Hydrant","Hydrant","34.96471646","-90.05246588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468142","31468142","1","Hydrant","Hydrant","34.96489646","-90.05140587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468143","31468143","1","Hydrant","Hydrant","34.96740646","-90.05133588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468144","31468144","1","Hydrant","Hydrant","34.96895646","-90.05224588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468145","31468145","1","Hydrant","Hydrant","34.96790646","-90.05420588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468146","31468146","1","Hydrant","Hydrant","34.96577646","-90.05447588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468147","31468147","1","Hydrant","Hydrant","34.96367645","-90.05228588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468148","31468148","1","Hydrant","Hydrant","34.96339645","-90.05446588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468149","31468149","1","Hydrant","Hydrant","34.96331645","-90.05047587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468150","31468150","1","Hydrant","Hydrant","34.96283645","-90.05151587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468151","31468151","1","Hydrant","Hydrant","34.96285645","-90.05325587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468152","31468152","1","Hydrant","Hydrant","34.96295645","-90.05555588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468153","31468153","1","Hydrant","Hydrant","34.96285645","-90.05645588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468154","31468154","1","Hydrant","Hydrant","34.96297645","-90.05749588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468155","31468155","1","Hydrant","Hydrant","34.96433646","-90.05700588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468156","31468156","1","Hydrant","Hydrant","34.96533645","-90.05657588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468157","31468157","1","Hydrant","Hydrant","34.96584646","-90.05564588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468158","31468158","1","Hydrant","Hydrant","34.96443645","-90.05582588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468159","31468159","1","Hydrant","Hydrant","34.96713646","-90.05555588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468160","31468160","1","Hydrant","Hydrant","34.96715646","-90.05649588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468161","31468161","1","Hydrant","Hydrant","34.96630646","-90.05798588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468162","31468162","1","Hydrant","Hydrant","34.96586646","-90.05711588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468163","31468163","1","Hydrant","Hydrant","34.96552645","-90.05841588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468164","31468164","1","Hydrant","Hydrant","34.96554645","-90.05965588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468165","31468165","1","Hydrant","Hydrant","34.96479645","-90.05885588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468166","31468166","1","Hydrant","Hydrant","34.96482645","-90.06026588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468167","31468167","1","Hydrant","Hydrant","34.96404645","-90.05987588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468168","31468168","1","Hydrant","Hydrant","34.96404645","-90.05879588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468169","31468169","1","Hydrant","Hydrant","34.96292646","-90.05814588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468170","31468170","1","Hydrant","Hydrant","34.96297645","-90.05939588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468171","31468171","1","Hydrant","Hydrant","34.96324646","-90.06027588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468172","31468172","1","Hydrant","Hydrant","34.97189646","-90.05998588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468173","31468173","1","Hydrant","Hydrant","34.96992646","-90.05993588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468174","31468174","1","Hydrant","Hydrant","34.97190646","-90.05844588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468175","31468175","1","Hydrant","Hydrant","34.96890646","-90.05636588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468176","31468176","1","Hydrant","Hydrant","34.97300646","-90.05719588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468177","31468177","1","Hydrant","Hydrant","34.97243646","-90.05510588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468178","31468178","1","Hydrant","Hydrant","34.97069646","-90.05877588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468179","31468179","1","Hydrant","Hydrant","34.97135646","-90.05756588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468180","31468180","1","Hydrant","Hydrant","34.97135646","-90.05444588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468181","31468181","1","Hydrant","Hydrant","34.96974646","-90.05664588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468182","31468182","1","Hydrant","Hydrant","34.96880646","-90.05895588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468183","31468183","1","Hydrant","Hydrant","34.96976646","-90.05874588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468184","31468184","1","Hydrant","Hydrant","34.97040646","-90.05745588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468185","31468185","1","Hydrant","Hydrant","34.97117646","-90.05594588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468186","31468186","1","Hydrant","Hydrant","34.97009646","-90.05386588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468187","31468187","1","Hydrant","Hydrant","34.96766646","-90.05902588","Horn Lake Water","In Service","","","","","","","","","","",""
"31468188","31468188","1","Hydrant","Hydrant","34.96279646","-90.03685587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468189","31468189","1","Hydrant","Hydrant","34.96275646","-90.03811587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468190","31468190","1","Hydrant","Hydrant","34.96417646","-90.04667587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468191","31468191","1","Hydrant","Hydrant","34.96571646","-90.04673587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468192","31468192","1","Hydrant","Hydrant","34.96565646","-90.04802587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468193","31468193","1","Hydrant","Hydrant","34.96582646","-90.04922587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468194","31468194","1","Hydrant","Hydrant","34.96527646","-90.04901587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468195","31468195","1","Hydrant","Hydrant","34.96444646","-90.05003587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468196","31468196","1","Hydrant","Hydrant","34.96486646","-90.04727587","Horn Lake Water","In Service","","","","","","","","","","",""
"31468197","31468197","1","Hydrant","Hydrant","34.96431646","-90.04791587","Horn Lake Water","In Service","","","","","","","","","","",""
